S,K,r,t,vol,Value
1440.95,1648.99,0.0173,0.8247,0.2008,42.444
1270.4399,1148.38,0.0208,1.189,0.1419,171.7558
1243.83,1987.42,0.0207,0.3781,0.2006,0
1442.88,1047.15,0.0262,0.3123,0.1839,404.2833
1863.11,1945.97,0.0143,0.8082,0.1539,76.9213
1038.03,1459.2,0.0248,0.5068,0.1991,0.5876
1162.92,1874.84,0.0195,0.3781,0.2237,0.0152
1090.53,1152.48,0.018,1.0548,0.1971,70.8311
1696.92,1130.26,0.0249,0.4904,0.1847,580.405
1605.05,1492.53,0.0135,0.9781,0.2032,200.2627
1246.8199,1190.25,0.0257,0.6438,0.1733,111.6664
1194.45,1857.04,0.02,0.0658,0.218,0
1614.9301,1532,0.0241,0.2082,0.1981,112.1064
1425.04,1171.51,0.026,0.3342,0.1646,264.2921
1139.25,1677.36,0.0192,1.0137,0.1794,1.9097
1712.5699,1097.1899,0.0178,0.8658,0.2185,633.2731
1650.04,1562.39,0.017,0.5808,0.1859,150.8389
1862.7,1152.7,0.0191,0.5096,0.1628,721.1657
1836.5,1137.5,0.0168,0.663,0.1886,711.6413
1599.9,1800.46,0.0159,0.611,0.213,43.4736
1242.38,1854.29,0.0151,0.7123,0.1987,0.8592
1678.22,1279.1899,0.022,0.4932,0.2055,414.8023
1359.25,1445.25,0.024,0.2247,0.2108,24.2365
1417.9301,1713.76,0.0269,1.1479,0.1925,40.0333
1536.16,1152.88,0.0136,1.2493,0.2176,418.851
1761.67,1783.6899,0.0209,0.0548,0.1882,19.052
1674.48,1314.05,0.0171,1.3178,0.2166,416.339
1193.91,1981.42,0.0214,0.9096,0.1592,0.0414
1926.6,1956.28,0.0177,0.3342,0.1766,69.54
1117.39,1241.7,0.023,0.8466,0.1534,27.2949
1867.34,1811.83,0.0249,0.4082,0.1835,126.873
1530.34,1473.38,0.0168,0.7288,0.1608,124.484
1856.75,1906.14,0.0202,0.4247,0.1836,73.365
1098.34,1274.64,0.0109,0.3753,0.2001,8.3853
1563.02,1626.63,0.0205,1.0849,0.1932,112.9478
1964.27,1863.28,0.0171,0.9781,0.1749,207.1733
1864.38,1928.3101,0.0177,0.4822,0.1933,78.7997
1890.49,1002.91,0.0171,1.3644,0.1431,910.7104
1598.6,1082.26,0.0135,1.1753,0.1785,535.0128
1576.6801,1456.61,0.022,0.6247,0.1433,159.564
1878.89,1123.4301,0.028,0.5562,0.2283,772.8811
1247.21,1249.1,0.0186,0.474,0.1722,63.1901
1944.98,1903.86,0.0214,1.2712,0.22,237.0427
1851.89,1768.8101,0.0167,1.137,0.2064,222.0911
1768.12,1407.59,0.0165,0.7151,0.2013,386.5999
1473.61,1491.04,0.0208,1.3945,0.1621,124.3493
1878.7,1733.59,0.0119,0.0959,0.1928,151.1132
1786.9,1853.41,0.0205,0.2767,0.1878,46.1579
1135.29,1902.9,0.0236,0.3699,0.1868,0
1660.9301,1564.97,0.0222,1.3425,0.1813,215.6688
1403.86,1396.22,0.0147,0.7726,0.1639,92.1681
1250.8101,1380.14,0.0271,1.263,0.1782,66.7918
1365.84,1078.1899,0.0212,0.9836,0.1433,312.267
1170.9399,1118.67,0.0186,0.3945,0.2016,92.5712
1923.95,1914.75,0.0132,0.9507,0.1886,156.8928
1594.13,1463.08,0.0232,1.3096,0.1704,224.4593
1924.3101,1639.5699,0.0197,0.1151,0.1348,288.4557
1370.26,1814.55,0.0177,0.7233,0.1575,1.766
1163.78,1276.0699,0.0164,1.3178,0.2077,76.8825
1508.21,1238.76,0.0183,0.0384,0.193,270.3201
1901.2,1171.09,0.0246,0.8932,0.2029,755.9224
1614.8101,1282.79,0.0232,0.1918,0.2055,337.8743
1341.29,1946.55,0.0208,0.9808,0.1941,4.0406
1134.59,1194.3199,0.024,0.7726,0.1954,61.4335
1809.89,1525.34,0.0141,0.8137,0.1386,308.5637
1484.09,1824.48,0.0193,1.3425,0.1838,38.0061
1589.48,1137.67,0.0225,0.726,0.1997,471.8635
1424.38,1245.5699,0.0234,0.1973,0.1815,186.2066
1633.48,1964.11,0.015,0.4466,0.1541,3.1018
1265.66,1864.74,0.0252,1.2329,0.171,3.3456
1628.27,1821.65,0.0188,0.6438,0.2028,45.666
1747.63,1565.1899,0.0202,0.8986,0.195,254.1642
1121.64,1048.97,0.0204,0.5096,0.155,100.4372
1689.42,1155.8199,0.0193,1.1753,0.1964,562.8495
1686.35,1497.11,0.0201,1.1479,0.154,251.2462
1752.73,1160.8,0.0185,0.2822,0.2027,597.976
1337.5699,1281.95,0.0163,0.7973,0.1618,116.462
1912.0699,1730.24,0.0236,0.3288,0.1984,213.7144
1673.08,1704.61,0.0219,1.3507,0.174,143.1902
1475.75,1203.13,0.022,0.8493,0.1797,303.8793
1454.77,1496.11,0.0181,1.0192,0.1818,100.0295
1751.4,1603.95,0.0181,0.1808,0.1347,154.6854
1600.36,1292.38,0.0267,0.8219,0.2,347.7297
1699.8101,1104.1,0.0131,1.3836,0.1435,615.8132
1804,1996.2,0.0281,0.4904,0.1812,34.2546
1170.74,1229.4,0.0253,0.4055,0.1911,37.3247
1254.52,1431.86,0.0156,0.2274,0.1827,3.4269
1564.53,1344.97,0.0229,0.4658,0.1881,242.8358
1170.12,1449.27,0.012,1.189,0.1569,13.2334
1013.28,1698.6801,0.0244,1.0712,0.1913,0.5485
1118.16,1383.36,0.0205,0.8247,0.133,3.2735
1425.29,1054.46,0.0197,0.4055,0.169,379.2935
1338.9399,1525.3101,0.0257,0.7233,0.2084,40.1207
1986.49,1696.6801,0.0256,0.7616,0.2057,350.3214
1542.04,1011.69,0.0258,1.3616,0.1693,566.1203
1962.71,1336.89,0.0193,1.0192,0.187,653.6159
1894.14,1287.85,0.0126,0.6329,0.1594,616.5705
1896.46,1204.16,0.0148,1.0438,0.2116,712.4638
1166.97,1051.78,0.0203,1.3151,0.2139,193.069
1541.96,1350.27,0.0238,1.3014,0.2226,289.1222
1264.14,1334.62,0.0199,0.0932,0.18,5.3148
1132.28,1950.9301,0.0176,0.8137,0.1518,0
1595.6801,1124.28,0.0192,0.0466,0.1901,472.4055
1822.16,1134.46,0.0211,1.4575,0.171,722.7425
1018.94,1688.13,0.0261,0.4877,0.1585,0
1400.4399,1618.9301,0.0241,0.0356,0.1944,0
1314.6801,1501.24,0.0156,0.7918,0.1691,25.2068
1615.74,1189.27,0.0242,0.8274,0.2256,456.7004
1417.03,1436.34,0.0172,1.3452,0.1732,119.6792
1709.17,1795.38,0.0229,0.8356,0.1422,66.1872
1866.14,1621.6801,0.0229,0.0466,0.1668,246.1897
1997.84,1802.61,0.0209,0.663,0.1631,246.0439
1202.23,1123.24,0.0242,1.1671,0.1644,147.8706
1602.86,1675.89,0.0254,1.4822,0.1917,143.7227
1269.77,1357.25,0.0164,1.3315,0.1907,87.0165
1665.66,1128.6,0.0227,1.3014,0.1775,571.829
1650.61,1889.54,0.0196,0.1205,0.156,0.0627
1646.37,1517.62,0.0208,1.2301,0.1928,232.8248
1694.71,1027.8199,0.0149,0.8247,0.1867,679.5209
1547.86,1015.68,0.0247,1.1973,0.2145,564.7912
1867.34,1363.21,0.0144,0.1096,0.1777,506.2798
1159.48,1842.34,0.0197,1.0575,0.1583,0.2357
1381.38,1167.16,0.0233,0.3589,0.1864,227.2198
1663.91,1584.76,0.0244,0.8384,0.206,184.4525
1333.5601,1300.1801,0.0248,0.7123,0.1868,113.0444
1201.2,1389.62,0.019,0.2603,0.1727,2.463
1813.34,1038.5,0.0237,1.3123,0.203,807.2083
1233.46,1557.34,0.0215,1.0438,0.2044,23.3558
1703.25,1974.9301,0.0196,0.0192,0.1898,0
1804.1899,1819.9301,0.0261,0.9288,0.2023,153.3848
1139.24,1900.21,0.0178,0.3726,0.1795,0
1035.76,1333.63,0.0172,0.1151,0.1669,0
1850.13,1321.1,0.0163,0.3096,0.1647,535.6831
1459.1,1167.74,0.0233,0.8082,0.1541,316.0729
1844.59,1021.39,0.0184,0.6521,0.1843,835.3831
1018.99,1820.67,0.0135,0.3781,0.19,0
1164.53,1822.17,0.0186,0.6329,0.1825,0.0783
1849,1044.6899,0.0221,0.0082,0.1851,804.4994
1673.72,1447.52,0.0217,0.7151,0.159,260.1931
1159.65,1010.46,0.0225,0.1041,0.1439,151.5636
1100.24,1152.01,0.0229,0.2521,0.1795,21.0439
1833.67,1592.6899,0.0176,0.6219,0.1622,270.7687
1801.63,1516.05,0.0187,0.4466,0.1649,301.9258
1571.9301,1308.1,0.026,0.7945,0.2068,308.1433
1971.41,1565.5699,0.0156,0.9562,0.1785,440.0035
1684.05,1187.04,0.0129,0.6932,0.1709,507.9518
1255.83,1122.0699,0.0275,1.3151,0.1796,206.4727
1867.11,1609.89,0.0247,1.3425,0.1991,357.9027
1999.42,1039.47,0.0193,0.7726,0.2115,975.3452
1566.58,1889.58,0.0138,0.5699,0.1754,9.1025
1588.27,1733.9,0.015,1.0055,0.1946,77.0033
1762.89,1131.46,0.0174,0.0767,0.2183,632.9391
1609.73,1162.65,0.0205,0.0164,0.191,447.4708
1277.59,1651.77,0.0124,0.6301,0.1773,3.1216
1797.1801,1158.72,0.0186,0.4301,0.1614,647.6931
1942.8101,1985.91,0.0211,0.1671,0.1728,37.3583
1978.8101,1776.96,0.0257,0.2575,0.1818,221.9363
1227.67,1267.87,0.0121,0.8849,0.1753,68.8903
1498.96,1058.23,0.0183,0.6027,0.189,452.7645
1165.59,1511.9301,0.0193,0.4274,0.1664,0.4787
1830.95,1367.8101,0.0188,0.6192,0.1736,479.9511
1676.03,1078.02,0.022,0.9562,0.1748,620.6873
1350.03,1214.22,0.0186,1.4082,0.1902,216.2079
1624.54,1351.9,0.0123,1.4658,0.183,328.6977
1485.1899,1204.8,0.0178,0.4904,0.202,295.8356
1214.89,1421.41,0.0209,0.4192,0.1466,3.0183
1718.74,1544.24,0.0202,0.726,0.1792,226.7138
1556.89,1280.08,0.0163,0.2356,0.1707,282.0026
1152.16,1232.3199,0.0117,1.0877,0.1709,55.7154
1503.86,1839.35,0.0217,1.0466,0.1372,11.1083
1607.23,1867.1801,0.022,1.4384,0.1676,58.6225
1103.22,1780.63,0.0223,1.4411,0.1763,1.8149
1480.97,1710.21,0.0173,1.4027,0.1743,56.3615
1254.3,1028.4301,0.0163,0.389,0.1771,233.8892
1823.3,1418.96,0.023,0.8164,0.162,433.7224
1416.78,1375.85,0.0161,0.8219,0.1793,122.4118
1356.08,1604.33,0.026,0.526,0.1679,8.4981
1463.72,1543.65,0.0194,0.7726,0.1912,73.974
1402.29,1118.09,0.0239,1.2849,0.2106,339.0081
1022.9,1704.21,0.0176,0.337,0.1771,0
1944.17,1727.25,0.0211,0.3288,0.1915,241.228
1900.12,1251.52,0.0231,0.6301,0.2076,667.0234
1278.95,1581.33,0.0195,0.537,0.1999,7.9079
1428.35,1348.55,0.0198,1.1836,0.2183,192.6919
1991.04,1628.84,0.0241,1.0521,0.1904,424.136
1836.38,1533.21,0.0212,1.2466,0.1671,363.908
1209.33,1889.3,0.02,0.0548,0.2019,0
1980.74,1414.16,0.0285,0.2164,0.188,575.2758
1368.45,1236.89,0.022,0.2411,0.1873,145.0626
1034.66,1237.66,0.0238,0.3452,0.1823,2.6641
1942.63,1102.14,0.0233,0.4986,0.1708,853.2199
1977.84,1856.89,0.0214,0.2438,0.1917,154.7639
1871.01,1247.76,0.0139,1.0685,0.2045,644.4525
1980.73,1384.7,0.0213,1.074,0.1977,631.4531
1643.09,1525.0601,0.0265,0.4411,0.1899,164.4619
1027.03,1561.34,0.0279,1.1863,0.1399,0.3421
1263.08,1266.97,0.0183,0.0219,0.1856,9.4823
1368.37,1618.2,0.0191,0.3534,0.1982,6.7296
1561.89,1724.0699,0.0184,0.0301,0.2184,0
1654.61,1168.92,0.018,0.6137,0.182,498.9047
1575.58,1699.86,0.0193,0.4904,0.1673,33.6701
1833.76,1409.15,0.0219,0.1014,0.1693,427.7358
1958.95,1291.49,0.0205,0.4712,0.1885,679.9007
1165.2,1656.02,0.0221,0.663,0.1915,1.1623
1652.96,1392.1801,0.014,1.1945,0.1513,299.605
1939.83,1008.85,0.018,0.8411,0.2058,946.1515
1274.91,1361.67,0.0196,0.926,0.202,73.0013
1751.13,1662.09,0.02,0.326,0.1996,136.7933
1949.97,1020.77,0.0193,0.0137,0.1763,929.4698
1410.63,1151.97,0.0236,0.1699,0.2214,263.6828
1552.9,1876.5601,0.0194,0.2603,0.1774,1.0669
1851.78,1567.8199,0.0204,0.1151,0.18,287.7031
1578.62,1234.12,0.0187,1.1836,0.1897,384.4271
1615.74,1509.71,0.0175,0.6137,0.2083,173.5756
1110.5,1601.36,0.0223,0.6822,0.1965,1.1586
1763.01,1323.22,0.0206,1.0986,0.1831,475.9059
1605.01,1543.03,0.019,0.3562,0.2197,122.8926
1304.6,1892.9399,0.0149,1.3562,0.1963,9.4538
1461.5601,1890.14,0.0114,1.2521,0.2017,26.6718
1496.45,1025.75,0.0254,1.3178,0.1705,505.9904
1596.22,1961.23,0.0175,0.0603,0.1969,0
1590.92,1205.26,0.0226,0.8411,0.1624,410.1213
1488.11,1201.46,0.0224,0.7616,0.1924,315.5396
1888.98,1248.49,0.0166,0.0767,0.1491,642.0786
1417.1801,1396.02,0.0188,0.0082,0.1763,21.9587
1187.04,1146.22,0.0226,1.2384,0.1897,137.1937
1862.1801,1363.98,0.0254,0.989,0.1722,534.544
1962,1118.1899,0.0226,1.1014,0.1561,871.31
1277.53,1788.85,0.0214,1.2986,0.1593,4.9025
1888.3101,1664.35,0.0168,1.3123,0.1776,308.5924
1717.77,1592.12,0.0166,1.3342,0.1958,241.2401
1530.89,1143.47,0.0176,1.0849,0.1926,415.894
1028.55,1006.01,0.0249,0.4822,0.1655,65.3716
1307.47,1160.35,0.0114,0.1315,0.1504,149.1425
1572.64,1251.6801,0.0207,1.337,0.1656,366.2141
1064.34,1792.89,0.0208,1.0986,0.1584,0.0853
1709.96,1479.1899,0.0168,0.5151,0.1544,250.0706
1859,1440.1899,0.0213,1.1808,0.1669,462.2732
1500.1899,1375.42,0.0222,0.537,0.1786,165.1946
1793.73,1823.1,0.0262,0.3808,0.1864,76.1925
1346.84,1596.15,0.0291,1.0658,0.1974,43.2613
1993.53,1418.24,0.0243,0.3397,0.1801,586.9672
1551.41,1928.73,0.0275,0.2548,0.1737,0.2746
1072.52,1356.97,0.0218,1,0.2268,25.0928
1996.52,1841.33,0.0158,1.2274,0.1499,243.2752
1682.1899,1570.39,0.0156,1.2219,0.1961,221.0039
1426.67,1825.26,0.017,1.211,0.1781,19.2878
1985.6,1711.7,0.0186,0.8959,0.1816,330.3292
1045.4,1686.46,0.0189,1.0712,0.1727,0.3862
1150.98,1137.1801,0.0223,0.9151,0.1838,99.0687
1397.64,1692.5,0.0164,0.0356,0.1544,0
1208.7,1976.95,0.0206,0.7973,0.1889,0.1831
1755.88,1231.22,0.016,0.6055,0.1544,536.5889
1865.1899,1076.92,0.0175,0.074,0.1843,789.6636
1479.14,1387.45,0.0194,1.1589,0.1974,190.9886
1117.73,1342.96,0.0237,1,0.1574,15.3772
1063.1899,1593.83,0.0171,0.5808,0.1827,0.1193
1763.71,1768.8199,0.0147,1.4027,0.1698,155.9972
1851.05,1262.22,0.0188,0.5616,0.181,602.1959
1148.1801,1178.7,0.0153,0.0384,0.2005,5.8921
1622.3101,1051.7,0.0209,0.7096,0.1669,586.1272
1743.46,1466.12,0.0126,0.9973,0.2036,327.1724
1530.16,1179.67,0.0187,1.4027,0.1551,387.2193
1404.48,1859.95,0.0236,1.2301,0.1712,12.9552
1104.8,1932.04,0.0225,1.2055,0.1593,0.0828
1393.73,1499.2,0.0189,1.0822,0.1991,84.2507
1292.03,1279.01,0.0265,0.0438,0.1924,25.5162
1519.38,1347.48,0.0171,0.0767,0.1456,173.6787
1745.71,1252.48,0.0194,0.2548,0.1772,499.4081
1980.5699,1228.71,0.0149,0.611,0.1793,763.0093
1842.91,1491.46,0.0246,0.9151,0.1855,397.3232
1763.33,1515.11,0.0138,0.5671,0.2083,280.5427
1140.4399,1111.72,0.0193,0.8219,0.225,115.7166
1681.17,1748.73,0.0201,1.2356,0.1861,127.4867
1241.5699,1805.85,0.0122,0.2849,0.1933,0
1403.84,1227.91,0.0205,0.3233,0.1861,189.799
1291.62,1830.13,0.0161,1.3507,0.1658,5.3858
1068.22,1339.8101,0.0163,0.1589,0.1898,0.0292
1571.21,1284.26,0.0174,0.3836,0.1385,295.7799
1314.88,1170.25,0.0225,0.1589,0.1824,150.4245
1905.96,1840.39,0.0275,0.337,0.1932,130.1004
1844.3,1672.1899,0.0221,1.3753,0.1984,295.1932
1861.29,1827.62,0.0189,1.4219,0.1539,178.0107
1836.23,1424,0.0128,0.4822,0.1621,421.622
1941.17,1328.12,0.0213,1.263,0.1535,649.1445
1826.23,1758.87,0.0171,0.2521,0.1668,103.9473
1259.48,1691.36,0.0181,1.4603,0.1796,16.1526
1882.87,1796.5699,0.0213,1.0904,0.1852,212.9783
1402.8101,1622.46,0.0226,1.4274,0.1675,52.7072
1179.5,1658.75,0.0265,0.0192,0.2065,0
1453.4399,1751.04,0.0206,1.1781,0.1599,25.7515
1304.34,1899.12,0.0147,1.3288,0.1919,7.7812
1391.16,1336.77,0.0206,0.6438,0.152,107.9385
1902.5601,1929.75,0.0154,0.1123,0.1948,37.7373
1494.14,1974.63,0.025,0.6274,0.1865,3.7147
1398.1,1259.1899,0.0257,1.2959,0.1924,225.8602
1561.28,1831.9399,0.0231,1.4137,0.1841,63.017
1960.89,1904.73,0.0216,0.1096,0.1629,76.8349
1249.09,1476.04,0.0198,0.9288,0.1719,22.4705
1853.98,1993.29,0.0157,1.3014,0.2136,139.2192
1273.28,1280.67,0.0276,1.3342,0.2116,142.2999
1646.8101,1741.05,0.0205,0.326,0.1664,30.3236
1878.6899,1394.38,0.0212,0.4603,0.1842,498.2873
1924.52,1348.72,0.0136,0.9178,0.1529,592.9816
1942.29,1549.67,0.0199,1.3096,0.2082,462.7628
1467.13,1039.1801,0.0171,0.8658,0.18,444.3813
1564.52,1336.88,0.0252,1.411,0.1767,303.0897
1557.66,1481.77,0.0136,0.9452,0.1811,160.0009
1742.58,1724.22,0.0183,1.1315,0.1582,143.864
1887.86,1009.62,0.0172,0.9726,0.1714,894.9931
1969.6,1355.12,0.021,1.4603,0.1544,656.9875
1780.4301,1786.0699,0.0187,1.2904,0.2248,198.0445
1853.28,1904.22,0.023,1.189,0.1586,127.8636
1696.29,1826.75,0.0226,1.4247,0.1938,125.7076
1097.8,1523.14,0.0207,0.7041,0.1587,0.5348
1245.85,1533.17,0.027,1.4247,0.188,39.4135
1442.79,1157.38,0.0201,0.5753,0.1786,301.7688
1172.88,1144.4399,0.0222,1.4247,0.1827,134.255
1403.13,1265.5601,0.0283,1.4329,0.2014,240.9439
1029.79,1263.15,0.019,1.1863,0.1744,19.3071
1903.14,1222.27,0.0165,0.0384,0.1686,681.6442
1513.11,1361.6801,0.0245,0.3534,0.2027,178.6619
1149.22,1435.71,0.0295,0.7973,0.1989,14.7791
1677.83,1925.3,0.0242,0.4932,0.1585,12.5993
1334.37,1961.5,0.0238,0.863,0.17,0.897
1499.41,1638.2,0.0194,1.3945,0.1943,98.7001
1018.62,1143.76,0.0204,0.3562,0.1573,5.9561
1502.1801,1768.71,0.0182,0.9014,0.1585,21.1559
1278.89,1564.83,0.0229,1.074,0.1743,21.7458
1422.96,1660.09,0.0198,0.5534,0.1707,12.4899
1972.2,1334.83,0.0177,0.9781,0.1561,660.5986
1128.51,1982.89,0.0193,0.0521,0.1573,0
1705.88,1502.29,0.0182,1.0575,0.1826,269.2421
1255.64,1155.4399,0.0137,0.0384,0.1652,100.845
1358.54,1117.15,0.0175,1.1425,0.1828,279.688
1245.65,1227.3199,0.0224,0.5151,0.1651,75.4849
1071.85,1159.95,0.0259,1.0137,0.1774,52.6979
1273.29,1840.14,0.0148,0.0932,0.1673,0
1888.4,1077.51,0.0218,0.8986,0.1897,831.8345
1674.02,1629.87,0.0204,0.3342,0.22,113.5253
1720.39,1032.58,0.0203,1.2356,0.2205,715.0203
1168.52,1922.5601,0.023,1.3836,0.2163,4.8954
1262.5699,1304.75,0.0161,1.0795,0.1614,75.5341
1646.6899,1239.53,0.0238,0.3123,0.1834,416.4249
1746.38,1221.14,0.0212,0.5616,0.168,539.7775
1712.14,1430.64,0.0231,0.2904,0.1977,293.6154
1763.66,1127.62,0.0169,0.4849,0.2017,645.2733
1683.62,1178.6899,0.0155,0.2438,0.1885,509.3773
1563.08,1777.9399,0.0154,0.8247,0.1506,24.9168
1897.27,1406.1801,0.0134,0.0986,0.1746,492.9466
1403.4,1865.62,0.0237,1.4164,0.1749,18.2012
1873.8,1625.4,0.0143,0.1014,0.2032,251.2194
1401.5699,1944.71,0.0184,0.274,0.1904,0.0224
1576.08,1098.55,0.0255,1.1507,0.1801,511.3007
1007.63,1467.61,0.0267,0.9479,0.198,3.1351
1343.77,1571.6899,0.0155,0.8466,0.1617,19.0874
1196.65,1023.57,0.0186,1.4904,0.1525,218.2756
1010.81,1241.86,0.0139,0.1562,0.1514,0
1015.29,1104.11,0.0169,0.0219,0.1384,0
1522,1076.33,0.0248,0.3863,0.2097,456.0818
1407.47,1080.09,0.0194,0.5534,0.1669,339.6065
1663.04,1502.51,0.024,0.3918,0.1519,183.2564
1247.12,1799.85,0.0154,0.4767,0.1612,0.0264
1013.16,1765.87,0.0179,1.3151,0.1756,0.338
1421.65,1339.6801,0.0211,0.6877,0.1729,139.0792
1839.11,1112.03,0.0193,1.2055,0.1844,753.0706
1059.99,1187.9301,0.0264,0.3041,0.1755,7.0116
1899.46,1699.4301,0.0226,1.2438,0.1794,297.8805
1248.9,1893.9399,0.0279,1.1945,0.2268,9.8337
1377.59,1898.59,0.0146,0.6055,0.1852,1.2435
1831.29,1963.01,0.0213,1.4795,0.1939,141.9124
1412.53,1384.41,0.0204,0.9452,0.1796,126.0857
1130.37,1528.8199,0.0171,1.0027,0.1369,1.227
1946.12,1177.6801,0.0235,1.337,0.1966,805.9331
1693.27,1084.36,0.0132,0.1945,0.1415,611.6904
1855.3,1542.05,0.0185,0.8466,0.1701,349.612
1398.02,1302.73,0.0188,1.0658,0.1475,155.6634
1588.36,1392.73,0.0249,0.8301,0.1383,234.3429
1517.47,1729.05,0.0218,1.4685,0.1653,63.6652
1773.84,1623.11,0.0215,0.9205,0.1769,227.5002
1584.03,1874.6801,0.0254,1.1699,0.1737,42.5433
1520.8,1505.71,0.0197,1.0082,0.1795,131.4145
1149.02,1995.05,0.0267,1.1068,0.1442,0.0165
1379.27,1073.45,0.0237,0.9425,0.1551,332.0283
1780.13,1582.36,0.0204,0.0877,0.185,200.9524
1179.64,1137.77,0.0182,0.5041,0.1605,82.4787
1891.1,1354.34,0.0127,1.074,0.1976,561.082
1219.63,1349.66,0.0204,1.126,0.186,57.8127
1247.01,1270.33,0.0283,0.6137,0.1406,53.8094
1517.73,1459.88,0.0165,0.7041,0.1649,124.3264
1239.24,1856.05,0.0239,1.2027,0.145,0.7256
1101.75,1684.72,0.0203,0.126,0.1735,0
1273.65,1868.08,0.0237,1.4877,0.1731,6.5751
1551.34,1833.42,0.0236,0.2164,0.1914,1.7222
1865.75,1079.58,0.018,0.3014,0.1659,792.0111
1263.1,1603.59,0.0269,0.9205,0.1913,15.4815
1286.76,1718.21,0.021,0.1781,0.1731,0
1157.13,1200.84,0.0182,0.1781,0.1755,17.7512
1854.0699,1837.75,0.0206,0.6329,0.1583,113.3661
1793.72,1188.86,0.0207,0.5726,0.1797,618.9174
1210.11,1654.52,0.0233,0.5479,0.1738,0.5833
1118.97,1226.26,0.0156,0.9534,0.1614,36.9475
1183.14,1629.89,0.0197,0.7644,0.1988,3.7951
1308.05,1096.34,0.0211,1.3644,0.1925,268.6952
1073.91,1830.14,0.0221,1.3945,0.1848,1.0864
1424.84,1186.1,0.0147,0.7096,0.1743,259.3022
1461.78,1844.96,0.0201,0.7918,0.2015,16.0086
1866.8101,1320.73,0.0182,1.2959,0.144,577.9203
1874.1899,1295.6801,0.0165,0.3616,0.1772,586.2258
1813.6899,1609.74,0.0145,0.3507,0.1416,216.3568
1913.08,1714.72,0.0178,0.4438,0.1777,229.7464
1148.91,1711.2,0.0243,1.4795,0.2054,11.1611
1682.1801,1327.3101,0.0229,1.2219,0.1673,400.7498
1572.33,1670.08,0.0215,1.3534,0.1652,98.8592
1608.75,1016.82,0.0242,0.5616,0.1452,605.656
1873.27,1237.0699,0.0265,0.389,0.1522,648.887
1003.67,1504.9399,0.024,0.5616,0.1516,0
1582.28,1324.2,0.0261,0.9425,0.1935,309.4167
1953.52,1527.9301,0.0207,0.4438,0.1874,441.1485
1470.74,1003.36,0.028,0.4986,0.161,481.2981
1388.42,1540.28,0.0183,0.2986,0.1905,13.7107
1616.6899,1204.02,0.0197,1.1836,0.1927,448.5309
1419.49,1226.87,0.0228,0.0767,0.1631,194.7676
1005.96,1016.49,0.0201,0.2904,0.2059,41.9718
1289.49,1855.05,0.0195,1.1014,0.1434,0.9076
1887.14,1256.85,0.0218,0.411,0.1694,641.5032
1530.53,1247.74,0.0147,1.2329,0.1656,319.0051
1349.23,1699.86,0.0244,0.1233,0.206,0
1172.62,1909,0.0259,0.6904,0.1523,0
1840.62,1136.08,0.0262,0.0521,0.1918,706.0898
1096.64,1583.03,0.0237,1.4521,0.1822,7.9729
1598.38,1159.48,0.0241,1.0164,0.172,468.9707
1875.67,1278.14,0.0198,1.4795,0.1771,637.872
1206.3,1341.77,0.0187,1.3342,0.1621,51.2566
1698.3199,1536.76,0.0144,0.3945,0.1533,180.8305
1750.6801,1199.63,0.0164,0.7562,0.203,567.0321
1217.89,1482.79,0.0167,0.6438,0.1789,8.7621
1292.48,1111.28,0.0134,0.8329,0.1882,212.4236
1420.96,1927.58,0.0231,0.5534,0.1823,1.2098
1624.66,1088.41,0.0241,0.9233,0.1833,560.8279
1859.38,1565.72,0.025,0.0027,0.1553,293.7657
1533.41,1059.91,0.0196,1.4411,0.1552,504.3822
1839.21,1041.9399,0.0223,0.8795,0.1944,817.5484
1032.03,1073.46,0.0275,0.7671,0.1798,56.2396
1410.45,1420.3199,0.0248,1.337,0.1743,130.8194
1286.22,1571.51,0.0192,1.1726,0.1981,34.3116
1251.34,1337.17,0.0151,1.2356,0.1466,56.199
1199.54,1647.52,0.0164,0.4575,0.1382,0.0146
1790.9301,1868.67,0.018,0.5315,0.1588,57.2356
1877.75,1939.1,0.0228,0.3616,0.1728,57.3408
1163.64,1894.64,0.0293,1.2603,0.1863,1.6807
1440.84,1564.05,0.0218,0.2301,0.1303,4.1358
1839.65,1489.6801,0.0273,0.126,0.171,355.0881
1901.4399,1255.54,0.0173,0.2384,0.1786,651.0675
1024.79,1622.85,0.0221,1.0932,0.1613,0.3313
1078.38,1602.9,0.018,1.389,0.2006,7.5874
1173.73,1197.23,0.0253,1.2301,0.1465,82.299
1764.21,1054.0601,0.0123,0.3671,0.1796,714.8986
1210.2,1210.58,0.0242,0.9726,0.179,98.7563
1615.28,1085.92,0.0242,0.189,0.1636,534.3154
1297.99,1568.3,0.0245,0.3014,0.1793,1.5836
1483.34,1699.01,0.0171,0.9753,0.1771,40.5495
1256.4399,1830.02,0.0245,1.2164,0.1658,3.0542
1157.2,1142.5601,0.0264,0.0877,0.2001,34.7134
1964.3199,1921.05,0.0161,1.3178,0.1554,182.4149
1733.33,1526.37,0.0276,1.137,0.181,289.7669
1345.58,1589.87,0.0241,1.0712,0.1762,33.0887
1084.1801,1725.52,0.0198,0.3918,0.2046,0
1781.0601,1143,0.0198,1.3233,0.1878,669.2051
1142.78,1734.45,0.0133,0.3534,0.132,0
1039.5699,1738.47,0.0209,0.937,0.2026,0.4865
